source|target|similarity
c9a54ada-bdaa-5ebd-8dda-2db82861a7b3|e6e3549d-181c-56e6-a32b-3453a7084b19|0.71813
c9a54ada-bdaa-5ebd-8dda-2db82861a7b3|4b2039bc-2912-5a9f-8ad7-bf04d7388178|0.8237662
c9a54ada-bdaa-5ebd-8dda-2db82861a7b3|f89e2f4a-f910-5542-8e01-3009bc843b65|0.7367947
c9a54ada-bdaa-5ebd-8dda-2db82861a7b3|2de61511-7ba2-55e7-96b8-ada5bd7781ac|0.9050742
c9a54ada-bdaa-5ebd-8dda-2db82861a7b3|31d3c86f-df1d-520a-ad1e-4c4a78647eca|0.8142052
c9a54ada-bdaa-5ebd-8dda-2db82861a7b3|9eddc0cb-9a7b-5915-b91c-7fedd1d7ea0e|0.8049806
c9a54ada-bdaa-5ebd-8dda-2db82861a7b3|bbe996d4-c0eb-5f08-a0b5-71738338c5fa|0.86851877
c9a54ada-bdaa-5ebd-8dda-2db82861a7b3|5729c3db-4f31-501f-b79c-e84d69d3d9ee|0.8005743
20029953-02c1-5110-a649-39660e071a02|90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|0.7501115
20029953-02c1-5110-a649-39660e071a02|1f5662d1-a80c-5521-8153-7f6f4d45ca39|0.7302972
20029953-02c1-5110-a649-39660e071a02|ee8f5128-edde-5bc6-a263-ca003381dd38|0.7569755
20029953-02c1-5110-a649-39660e071a02|e8ce73cc-9711-5cc4-bbaf-55f16f9e7a79|0.7605321
20029953-02c1-5110-a649-39660e071a02|762e507d-fd56-56cd-bc5e-eea417faeb2c|0.7099023
20029953-02c1-5110-a649-39660e071a02|dc137c74-a8c7-580e-b8af-00996628b94f|0.7970384
20029953-02c1-5110-a649-39660e071a02|771a2358-ddbd-531c-bc47-6ca485a4bfc1|0.7291861
20029953-02c1-5110-a649-39660e071a02|8a1bb92d-9d40-57d5-bcca-e12c7c9e7186|0.7342798
20029953-02c1-5110-a649-39660e071a02|43e69129-7365-54bd-aeab-16f735763df5|0.8326737
20029953-02c1-5110-a649-39660e071a02|6eab57c8-bff9-5da9-9a6f-473762a2e2e0|0.7705024
20029953-02c1-5110-a649-39660e071a02|5e80ba66-736f-5eba-8a86-3514615b9192|0.72949415
20029953-02c1-5110-a649-39660e071a02|71327753-8af1-5a2b-b8c3-029349850034|0.7940295
20029953-02c1-5110-a649-39660e071a02|fd4d30ad-4fd3-5edb-8e83-5d784215ef14|0.74439996
20029953-02c1-5110-a649-39660e071a02|d71cc949-4bfe-5979-ab8e-cadc2376f792|0.79713976
20029953-02c1-5110-a649-39660e071a02|782a3cc4-5996-5527-9ebf-a843bd3d093a|0.8170134
20029953-02c1-5110-a649-39660e071a02|e4fa5579-4d34-5eb4-ba11-ab63393faced|0.75992644
20029953-02c1-5110-a649-39660e071a02|eeaf25ba-caa1-5780-a853-1884b3640b58|0.74543184
20029953-02c1-5110-a649-39660e071a02|57d35ee1-d70e-5a84-b5f8-f49f6813c9a2|0.75464565
20029953-02c1-5110-a649-39660e071a02|397d5f2e-f24c-5e58-8055-f75f53ca7579|0.7734309
20029953-02c1-5110-a649-39660e071a02|d3ce4611-f180-58dd-8162-4475ce4ccca4|0.78679854
20029953-02c1-5110-a649-39660e071a02|0cec1bd3-dc5f-5a57-b2ae-bd26196f64b1|0.7208184
20029953-02c1-5110-a649-39660e071a02|204952cc-3ef0-5cee-9a74-64d7d8d18698|0.78156453
20029953-02c1-5110-a649-39660e071a02|fa58c01b-0da0-5c59-9f5c-a70569d835d9|0.73403054
20029953-02c1-5110-a649-39660e071a02|a0b3510a-429a-5e36-b1dd-074761891384|0.71792156
20029953-02c1-5110-a649-39660e071a02|eb442cd7-6de0-52c8-8469-ea55ff081ae5|0.7131072
20029953-02c1-5110-a649-39660e071a02|3dd34e09-7fd6-517f-af81-2af0a8f969ca|0.72715056
20029953-02c1-5110-a649-39660e071a02|6b76b77a-6834-5bbb-9578-b45444fcbb11|0.8249057
20029953-02c1-5110-a649-39660e071a02|97b56f72-ac09-5eac-a5fa-296c3c1cc86f|0.7390484
20029953-02c1-5110-a649-39660e071a02|cca15919-aa7f-5aca-a182-1765f96ba5a6|0.7109383
20029953-02c1-5110-a649-39660e071a02|23feef02-912c-5090-baeb-d75d49d8a6fa|0.71475506
20029953-02c1-5110-a649-39660e071a02|3cf36529-c850-580d-bf58-4503b9a4cdc2|0.72754306
20029953-02c1-5110-a649-39660e071a02|2da06741-60a3-5d1c-9472-b0439c90e8ff|0.80794674
20029953-02c1-5110-a649-39660e071a02|992329bf-cc57-55bd-9d79-8c97d9423c4b|0.74603486
20029953-02c1-5110-a649-39660e071a02|2de61511-7ba2-55e7-96b8-ada5bd7781ac|0.82255906
20029953-02c1-5110-a649-39660e071a02|31d3c86f-df1d-520a-ad1e-4c4a78647eca|0.7022068
20029953-02c1-5110-a649-39660e071a02|9eddc0cb-9a7b-5915-b91c-7fedd1d7ea0e|0.7449501
20029953-02c1-5110-a649-39660e071a02|bbe996d4-c0eb-5f08-a0b5-71738338c5fa|0.8127243
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|0.7368844
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|36b4c10e-3d16-5335-b35e-db40df93106e|0.70500964
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|e8ce73cc-9711-5cc4-bbaf-55f16f9e7a79|0.7582366
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|dc137c74-a8c7-580e-b8af-00996628b94f|0.7154281
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|771a2358-ddbd-531c-bc47-6ca485a4bfc1|0.73125297
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|43e69129-7365-54bd-aeab-16f735763df5|0.7512962
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|6eab57c8-bff9-5da9-9a6f-473762a2e2e0|0.77603626
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|5e80ba66-736f-5eba-8a86-3514615b9192|0.727086
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|71327753-8af1-5a2b-b8c3-029349850034|0.7247541
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|d71cc949-4bfe-5979-ab8e-cadc2376f792|0.7690749
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|e4fa5579-4d34-5eb4-ba11-ab63393faced|0.75538707
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|eeaf25ba-caa1-5780-a853-1884b3640b58|0.73737335
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|57d35ee1-d70e-5a84-b5f8-f49f6813c9a2|0.74362916
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|397d5f2e-f24c-5e58-8055-f75f53ca7579|0.7678118
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|d3ce4611-f180-58dd-8162-4475ce4ccca4|0.7745049
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|fa58c01b-0da0-5c59-9f5c-a70569d835d9|0.7232275
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|2276b63d-917c-594c-ad35-c39192851a9b|0.7233028
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|3cf36529-c850-580d-bf58-4503b9a4cdc2|0.7012102
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|315d78ea-3e00-5910-ba06-c617a6f56b67|0.7009282
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|2fa9279f-1e7d-5bb7-963a-cca84a9888f2|0.757308
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|2de61511-7ba2-55e7-96b8-ada5bd7781ac|0.72070444
4de87b73-8f62-5cd2-a982-6b4d7707e4d1|bbe996d4-c0eb-5f08-a0b5-71738338c5fa|0.7005248
8df236e2-a898-5b64-bdc0-1f86f3b0d5a3|d115cee9-2773-5507-b6ce-ce3657a61370|0.78496283
8df236e2-a898-5b64-bdc0-1f86f3b0d5a3|302de0f7-1196-53bb-889d-f3df206a2b0d|0.79458266
8df236e2-a898-5b64-bdc0-1f86f3b0d5a3|48fc22b3-b9d8-51cb-a94e-8a51aa71580d|0.7900421
8df236e2-a898-5b64-bdc0-1f86f3b0d5a3|6adab221-5a24-5f9a-89b9-2b55db089eeb|0.722555
4dbea1f2-ba40-5fe0-9dcd-1ee4311a0db3|b7318371-148f-5852-99f5-e3ad9aa7f8a5|0.78287524
4dbea1f2-ba40-5fe0-9dcd-1ee4311a0db3|293b24de-3fd7-58ea-88ad-24bc2e20e269|0.8953057
4dbea1f2-ba40-5fe0-9dcd-1ee4311a0db3|67b3ad9a-ce77-5f2d-a8e9-1e793844461e|0.72925425
4dbea1f2-ba40-5fe0-9dcd-1ee4311a0db3|4bc22b6b-5a3d-52e9-a9f3-e644ee14187d|0.8300502
4dbea1f2-ba40-5fe0-9dcd-1ee4311a0db3|809171a3-ebd7-59b6-b234-1965c9a80ee5|0.97807103
4dbea1f2-ba40-5fe0-9dcd-1ee4311a0db3|199f6dfd-a6ea-5996-9eac-b88a1f5b3c7d|0.7036304
4dbea1f2-ba40-5fe0-9dcd-1ee4311a0db3|fba52580-e743-5f23-a902-2d0dd3c88d21|0.78853303
4dbea1f2-ba40-5fe0-9dcd-1ee4311a0db3|7d80185f-0a2d-5436-8c8f-9256e518daa8|0.85871124
4dbea1f2-ba40-5fe0-9dcd-1ee4311a0db3|ab12d394-5012-5c6f-9da4-5cb1efe83441|0.83202666
dd08ecb9-7e43-5f66-b593-349bb0486f25|3895e0eb-b8c6-5d1f-8142-5c7817eaf269|0.7468816
dd08ecb9-7e43-5f66-b593-349bb0486f25|5729c3db-4f31-501f-b79c-e84d69d3d9ee|0.7074512
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|8eb5f009-e19f-5f6b-8fe4-82aadf692e69|0.7096644
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|033f0867-d40c-5be4-842a-982a023153b4|0.7140817
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|61e38117-7d2e-5c00-8a88-0082fb1ba3c0|0.7379395
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|e8ce73cc-9711-5cc4-bbaf-55f16f9e7a79|0.9341671
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|762e507d-fd56-56cd-bc5e-eea417faeb2c|0.8148738
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|dc137c74-a8c7-580e-b8af-00996628b94f|0.7542547
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|80170b2e-3e72-52fc-91be-b1cf2156c44c|0.7312071
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|771a2358-ddbd-531c-bc47-6ca485a4bfc1|0.91834533
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|8a1bb92d-9d40-57d5-bcca-e12c7c9e7186|0.8297582
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|0992f71e-f38a-5a70-a8d0-1b1c1687fcbc|0.76786244
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|1433a044-d92e-5b9b-bdc6-a5f774e845d5|0.8231941
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|7ca268a2-0dc2-5e62-8131-5e63bf7e46d5|0.7195458
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|a910cb90-b7cc-5b4c-994c-c8e19bdedc7f|0.75791806
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|43e69129-7365-54bd-aeab-16f735763df5|0.8000284
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|6eab57c8-bff9-5da9-9a6f-473762a2e2e0|0.8384046
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|5e80ba66-736f-5eba-8a86-3514615b9192|0.82789856
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|71327753-8af1-5a2b-b8c3-029349850034|0.8586389
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|fd4d30ad-4fd3-5edb-8e83-5d784215ef14|0.7353509
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|d71cc949-4bfe-5979-ab8e-cadc2376f792|0.834679
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|782a3cc4-5996-5527-9ebf-a843bd3d093a|0.8636455
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|e4fa5579-4d34-5eb4-ba11-ab63393faced|0.90464175
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|eeaf25ba-caa1-5780-a853-1884b3640b58|0.7638997
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|3895e0eb-b8c6-5d1f-8142-5c7817eaf269|0.7750162
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|57d35ee1-d70e-5a84-b5f8-f49f6813c9a2|0.8283004
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|397d5f2e-f24c-5e58-8055-f75f53ca7579|0.8446598
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|d3ce4611-f180-58dd-8162-4475ce4ccca4|0.91007847
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|51c6d774-b69a-50ba-9771-e5f79c792f2e|0.80140865
90ef7a08-f371-56a4-bc71-a2ac5e6b9f90|fa58c01b-0da0-5c59-9f5c-a70569d835d9|0.93071496
