id|name|description
3aaaeb06-8e4a-5841-bde2-cbdbee4eb221|Asynchronous Data Movement and Computation Overlap|The authors propose an approach to overlap communication with computation by using asynchronous data movement. This allows the system to continue processing tasks while data is being transferred between nodes, reducing the overall communication overhead. The authors utilize CUDA streams to execute multiple tasks on GPUs simultaneously, which enables the overlap of communication and computation. They also experimentally determine the optimal number of CUDA streams to use, finding that four streams provide the best performance. The paper reports that the proposed approach achieves a 5.6 times faster execution time compared to the fastest published CPU-only time, and a 20% faster execution time compared to the state-of-the-art multi-GPU implementation.
18e18e9a-fe71-5bbf-bee1-ee1394b9f786|Task-Based Execution Model with Dynamic Scheduling|The authors propose a task-based execution model that dynamically schedules tasks on multi-core CPUs and multiple GPUs. This approach allows for efficient utilization of resources and minimizes communication overhead by assigning computationally heavy tasks to GPUs and lighter tasks to CPUs. The authors implement a dynamic task scheduling scheme that schedules tasks on multi-core CPUs and multiple GPUs. They also propose a cut-off mechanism to separate bottleneck tasks from lightweight tasks, ensuring that heavy tasks are assigned to GPUs. The paper reports that the proposed approach achieves a 6:1 and 8:8 speedup compared to state-of-the-art multi-core CPU algorithms, and a 2:2 speedup compared to the state-of-the-art multi-GPU algorithm.
63162715-0d07-5673-a40d-f712dd38f9bd|Asynchronous Distributed Algorithm for Graph Pruning|The authors propose an asynchronous distributed algorithm for graph pruning, which enables the efficient processing of large-scale graphs by pruning the graph to a precise, enumeration of all vertices and edges that participate in a match for arbitrary templates.
fbe59545-258d-56de-a382-b6e802bacbcd|Optimized Distributed Implementation|The authors offer an efficient implementation of their algorithm on top of HavoqGT, an open-source asynchronous graph processing framework, which enables scalability and high performance.
846e1da2-2758-5129-ba87-7935e8993e88|Work Aggregation Optimization|The authors propose a work aggregation optimization technique, which reduces the number of messages exchanged between nodes by detecting and eliminating redundant messages.
5427a350-871d-592a-89f5-bc345550415d|Load Balancing and Rebalancing|The authors propose a load balancing and rebalancing technique, which ensures that the graph is evenly distributed across processing cores, minimizing memory requirements and optimizing data structures.
48b7423f-33aa-5d83-a776-0e4c7b9a2497|Pseudo-Dynamic Load Balancing Strategy|The authors propose a pseudo-dynamic load balancing strategy to address the load balancing challenge. This strategy involves checkpointing the current state of execution, rebalancing the workload, and relaunching the computation. The rebalancing step redistributes the vertices and edges across processing cores to ensure even distribution.
771e5d2a-4b26-5633-b051-c75f22120075|Work Aggregation|Work Aggregation is a technique used to minimize communication overhead in distributed graph processing systems. It involves skipping duplicate checks in non-local constraint checking, thus preventing possible combinatorial explosion. Work Aggregation uses an unordered set at each vertex to detect if another copy of a token has already visited the vertex, taking a different path. This allows the system to avoid redundant checks and reduce the number of messages exchanged between nodes. The paper shows that Work Aggregation enables a 1050x performance gain for the WDC patterns, demonstrating its effectiveness in reducing communication overhead.
32c0d292-aed3-52c1-a4e0-0b8dbf75ede5|Edge Elimination|Edge Elimination is a technique used to reduce communication overhead by eliminating edges that do not participate in matches. This reduces the number of edges that need to be processed and communicated between nodes. Edge Elimination uses a token passing approach to identify and eliminate edges that do not meet the neighborhood constraints of the template graph. The paper shows that Edge Elimination reduces the number of active edges by a factor of 10-15, demonstrating its effectiveness in reducing communication overhead.
15399c3e-65ba-5f23-9584-2e9e1fd66504|Asynchronous NLCC|Asynchronous NLCC is a technique used to minimize communication overhead by allowing all walks to progress independently without synchronization overheads. Asynchronous NLCC uses a token passing approach to verify non-local constraints, allowing each walk to progress independently and reducing the need for synchronization. The paper shows that Asynchronous NLCC achieves a 3.1x and 1.3x speedup for the WDC 1 pattern on 64 and 128 nodes, respectively, demonstrating its effectiveness in reducing communication overhead.
d24063da-1cc8-5ada-a890-a5d08777924f|Distributed Neighbor Assignment Function (NAF) Algorithm|The authors propose a distributed algorithm to compute a Neighbor Assignment Function (NAF) in a radio network, which addresses the load balancing challenge by assigning each node to one of its neighbors to be its backup device, ensuring that each node has a load of one node to back up and is directly adjacent to its backup device. The algorithm uses a distributed and low-energy approach, where nodes wake up at random times and try to recruit one of their neighbors to pair with them. The algorithm also uses a three-step handshake protocol to ensure that both endpoints of the edge agree about who they are paired with. The authors show that the algorithm produces a NAF with a maximum load that is at most O(log n) times the optimum, where n is the number of nodes in the network.
6bb72384-08f6-57d2-8b23-6ae69c482f4d|Partial NAF Algorithm|The authors propose a partial NAF algorithm that addresses the load balancing challenge by assigning a subset of nodes to their neighbors, ensuring that each node has a load of one node to back up and is directly adjacent to its backup device. The algorithm uses a distributed and low-energy approach, where nodes wake up at random times and try to recruit one of their neighbors to pair with them. The algorithm also uses a three-step handshake protocol to ensure that both endpoints of the edge agree about who they are paired with. The authors show that the algorithm produces a partial NAF with a maximum load that is at most O(log n) times the optimum, where n is the number of nodes in the network.
49ec190b-7f1e-508a-a0e0-882f4ef11fa3|Maximal Matching Algorithm|The authors propose a maximal matching algorithm that addresses the load balancing challenge by finding a maximal matching in the network graph, which ensures that each node is paired with at most one neighbor. The algorithm uses a distributed and low-energy approach, where nodes wake up at random times and try to recruit one of their neighbors to pair with them. The algorithm also uses a three-step handshake protocol to ensure that both endpoints of the edge agree about who they are paired with. The authors show that the algorithm produces a maximal matching with a maximum load that is at most O(log n) times the optimum, where n is the number of nodes in the network.
9658b511-bb15-51c9-b062-be318fc65f13|Low-Energy Distributed Maximal Matching Algorithm|The authors propose a distributed algorithm for finding a maximal matching in a radio network, which is designed to minimize communication overhead by reducing the number of messages exchanged between nodes. The algorithm uses a randomized approach, where nodes wake up at random times and try to recruit one of their neighbors to pair with them. This approach reduces the number of collisions and minimizes the energy cost of communication. The paper shows that the algorithm achieves a maximal matching with high probability, while keeping the energy cost per node low, specifically O(log n log Δ) where n is the number of nodes and Δ is the maximum degree.
c44b78a0-d052-55c7-a6f9-7748a6a8c8fd|H Partition with Degree d and Size O(log n)|The authors propose an H partition with degree d and size O(log n) to address the scalability challenges in distributed graph coloring. This solution involves partitioning the nodes into log n disjoint subsets, such that every node v in subset Hj has at most d neighbors in subsets y jHj.
cfcdeb8c-da12-5449-bffc-31662baba123|Low Out Degree Orientation via H Partition|The authors propose a low out degree orientation via H partition to address the scalability challenges in distributed graph coloring. This solution involves computing an acyclic orientation of the edges such that the maximum out degree is at most d, where d is a parameter that can be adjusted based on the graph's arboricity.
2c0bcd4c-c0b2-5345-babc-6c99ed575716|Randomized Distributed Algorithm for Partial Coloring|The authors propose a randomized distributed algorithm for partial coloring to address the scalability challenges in distributed graph coloring. This solution involves each node selecting a random color from a palette of size 2^d, where d is the degree of the node, and then sending the selected color to its neighbors.
d4cb5495-53d8-530b-a7ea-9f4ca99c9340|Trade-off Low Arb Coloring Algorithm|The authors propose a trade-off low arb coloring algorithm to address the scalability challenges in distributed graph coloring. This solution involves each node selecting a random color from a palette of size 2, and then sending the selected color to its neighbors.
7bb9f83c-c187-57ae-bf9d-068e4dd0b1b5|H Partition with Degree d and Size log 2 2 n|The authors propose a deterministic distributed algorithm to compute an H partition of the graph with degree d and size log 2 2 n in O log 2 2 n rounds. This solution specifically addresses the communication overhead minimization challenge by reducing the number of messages exchanged between nodes. The algorithm achieves this by partitioning the nodes into layers, where each layer has a limited number of nodes, and then orienting the edges between layers to minimize the out-degree of each node.
e670bbdf-1dc1-5ea6-8c30-3ccc19cbb6ab|Low Arb Deterministic Coloring Algorithm|The authors propose a deterministic distributed algorithm for coloring the remaining graph after the first step of the algorithm. This solution specifically addresses the communication overhead minimization challenge by minimizing the number of colors used and the number of rounds required to color the graph.
8e9d5ea8-1560-597e-8428-a214d767c54a|Tradeo Low Arb Coloring Algorithm|The authors propose a randomized distributed algorithm for coloring the graph, which is a trade-off between the number of colors used and the number of rounds required. This solution specifically addresses the communication overhead minimization challenge by providing a flexible algorithm that can be tuned to minimize communication overhead.
ce76f75e-e283-54e2-89b8-a3983c67867c|Distributed 2-Approximation Algorithm for Minimum Weighted Vertex Cover (MWVC)|The authors propose a distributed 2-approximation algorithm for the Minimum Weighted Vertex Cover (MWVC) problem, which is a fundamental problem in graph theory. The algorithm is designed to efficiently handle large-scale graphs with billions of edges and vertices.
bd5a9dcc-f2e6-5fd1-94ec-38bbe4d48ed4|Local Computation with Reduced Message Size|The authors propose a modification to their algorithm to accommodate O(log n) bit messages in the CONGEST model. They achieve this by slightly modifying the vault value and using a pre-defined message for accepting requests, which reduces the message size.
1d4ce95b-dcc3-5ea5-8331-8bafd0dc5652|GRAMER Architecture|The authors propose a novel graph mining accelerator, GRAMER, which addresses the scalability challenges by providing a specialized memory hierarchy and pipeline parallelization. GRAMER’s architecture is designed to exploit the extension locality in graph mining, reducing the memory bandwidth requirements and improving computational parallelism.
0df8bfa4-01b3-5589-890f-86c9f6bf8181|Locality-Aware Memory Hierarchy|The authors propose a locality-aware memory hierarchy that is designed to exploit the extension locality in graph mining. The memory hierarchy is organized into a high-priority memory and a low-priority memory, which are used to store frequently accessed data and less frequently accessed data, respectively.
9e8287da-ac56-5490-9bb6-35f7baec555f|Pipeline Parallelization|The authors propose a pipeline parallelization technique that is designed to maximize computational parallelism in graph mining. The pipeline parallelization is designed to process the most intermediate results on-chip, reducing the memory bandwidth requirements.
aec8a945-6a14-5d0b-926d-ad5147e93b1e|Work Stealing Mechanism|The authors propose a work stealing mechanism that is designed to reduce load imbalance in graph mining. The work stealing mechanism is designed to dynamically allocate tasks to processing units (PUs) based on their workload.
04aca63d-84f4-596a-8e6a-9e4b23e1a7df|Locality Aware Memory Hierarchy|The authors propose a novel memory hierarchy that exploits the extension locality in graph mining to minimize communication overhead. This hierarchy consists of a high-priority memory for frequently accessed data and a low-priority memory for less frequently accessed data.
84e76f24-7cf6-52aa-a320-588d57ed1126|Pipelined Processing Units (PUs)|The authors design pipelined PUs to maximize computational parallelism and minimize off-chip communications. Each PU is responsible for handling multiple initial embeddings that may evolve into a significantly different number of workloads.
56ccb945-325e-584e-a785-c5d1710014d3|Thermal Load Balancing|This solution addresses the load balancing challenge by taking into account the thermal characteristics of the data center and distributing workload to minimize heat production and reduce energy consumption.
1e1ecc46-93dc-5646-be6f-0d9e9bb6b57e|Workload Consolidation|This solution addresses the load balancing challenge by consolidating workload on fewer nodes to reduce the number of nodes that need to be powered on.
6c994ec5-6f1c-5a62-aae8-5cb86eba170e|Dynamic Voltage and Frequency Scaling (DVFS)|This solution addresses the load balancing challenge by dynamically adjusting the voltage and frequency of processing units to match the workload.
639cfb7b-642b-51cf-8e8a-5f2768fa2929|Cost-Sensitive Adaptation Engine|This solution addresses the load balancing challenge by using a cost-sensitive adaptation engine to dynamically adjust the allocation of workload based on the cost of adaptation actions.
c85fcf44-cceb-50a4-bc2a-c7a4c7031fd1|Pipeline Operators|The authors propose the use of pipeline operators to improve the scalability of the system. This solution involves partitioning the messages processed by a vertex in one superstep to keep a limited number of messages in memory.
9f241666-daea-53cd-81da-157a24682dd5|Temporary Tables|The authors suggest the use of temporary tables to store intermediate results, which can help reduce the memory requirements and improve the scalability of the system.
9414fe94-9f3f-5817-a520-5b53e0d0adcb|Out-of-Core Capabilities|The authors propose the use of out-of-core capabilities to store data that does not fit in memory, which can help improve the scalability of the system.
b2ca42f0-ac03-56b6-91f4-0dcb759b0f03|Materialization Algebra|The authors propose the use of a materialization algebra to express queries in a way that allows for more efficient processing and scalability.
0cd5e626-1f39-53e6-bade-1a738aead29f|Query Optimization|The authors propose the use of query optimization techniques to improve the scalability of the system.
cd4ebca7-2da6-5832-93da-e2adaa614523|Distributed Environment|The authors propose the use of a distributed environment to improve the scalability of the system.
c786d3e3-7a48-50d3-93ec-8497bdccd773|Sharded Aggregators|The authors propose using sharded aggregators to address the load balancing challenge. In this approach, each aggregator is assigned to one worker, which receives partial values from all other workers and performs the aggregation. The worker in charge of an aggregator then sends the final value to the master, eliminating the need for the master to perform computations.
3c421f4c-46ed-5be0-918d-19eab28468ee|Late Projection|The authors propose using late projection to minimize communication overhead. This involves delaying the projection of data until later in the computation, reducing the amount of data that needs to be sent between nodes.
bd72dd1a-c104-53a3-acd3-bf16876bbdf4|Distributed Sketching Model|The authors propose a distributed sketching model to address the scalability challenges in graph processing. This model allows each vertex to send a message to a referee, who then computes the final output based on the received messages. The model uses a combination of public and private randomness to enable efficient computation of graph problems. The public randomness allows vertices to coordinate their messages, while the private randomness enables the referee to make random choices. The authors show that this model can be used to solve various graph problems, including maximal matching and maximal independent set, with a communication complexity of O(log^3 n) bits per vertex.
1ecde26b-1122-5b37-92ff-c85cfcff0386|Ruzsa-Szemerédi Graphs|The authors use Ruzsa-Szemerédi graphs to construct a hard input distribution for the maximal matching problem. This distribution is designed to be incompressible, making it difficult for algorithms to compress the input graph. The Ruzsa-Szemerédi graphs are constructed using a combination of random and deterministic steps. The random steps ensure that the graph is incompressible, while the deterministic steps ensure that the graph has a large number of induced matchings. The authors show that any algorithm for maximal matching that uses less than n^(1/2) bits of communication must err with a small constant probability.
54241dde-3b6a-5edc-97aa-dc95d0e908b9|Information-Theoretic Analysis|The authors use information-theoretic tools to analyze the communication complexity of graph algorithms. They show that the information revealed by the messages of vertices can be bounded using entropy and mutual information. The authors use the chain rule for entropy and mutual information to bound the information revealed by the messages of vertices. They also use the fact that conditioning can only decrease entropy to bound the information revealed by the messages of unique players. The authors show that the information revealed by the messages of vertices can be bounded by O(log^3 n) bits per vertex, which implies that any algorithm for maximal matching or maximal independent set must use at least this amount of communication.
6c980e0a-7abe-5276-920e-a415afb6452d|Information Theoretic Analysis|The authors use information theoretic tools to analyze the communication complexity of the distributed sketching model. They provide a lower bound on the communication complexity of the model for maximal matching and maximal independent set problems.
5b8e2db0-7777-5716-8113-4dbb63f43f57|Reduction from Maximal Matching to Maximal Independent Set|The authors propose a reduction from the maximal matching problem to the maximal independent set problem. This reduction allows them to analyze the communication complexity of the maximal independent set problem using the results from the maximal matching problem.
df50b367-ae6c-5738-a13d-1e58cbd5a1b9|Relaxed Greed and Memory-Based Algorithm (RGMA)|The RGMA is a distributed learning algorithm that addresses the scalability challenges of the Minimal Weighted Vertex Cover (MWVC) problem in large-scale graphs. It is designed to efficiently handle graphs with billions of edges and vertices by utilizing a relaxed greedy rule and finite memory to update the actions of vertices in a synchronous manner.
ad612ab2-0d99-5f96-a4b7-38c11a2eafad|Potential Game Theoretic Learning|The authors propose a potential game theoretic learning approach to address the scalability challenges of the MWVC problem. This approach formulates the MWVC problem as a potential game, where each vertex is a player that interacts with its neighbors to maximize its utility.
05a7e143-42d6-5618-9a4e-80fd92b4c7c5|Distributed Two-Level Path (DTLP) Index|The DTLP index is a novel index structure designed to support distributed KSP query processing over dynamic graphs. It consists of a two-level structure, where the first level indexes each subgraph by maintaining a list of bounding paths between any pair of boundary vertices, and the second level indexes the shortest path between any pair of boundary vertices within each subgraph.
355184f7-da94-5256-b08b-d0845d54f891|KSP DG Algorithm|The KSP DG algorithm is a distributed algorithm designed to process KSP queries based on the DTLP index. It decomposes the problem of identifying KSPs in the entire graph into searching for partial KSPs in different subgraphs in parallel, which can be implemented in a distributed fashion on a cluster of servers.
648345d7-7ba0-5578-a668-71065948884d|K-Shortest Paths (KSP) Decomposition|The KSP decomposition technique is designed to minimize communication overhead by decomposing the problem of identifying KSPs in the entire graph into searching for partial KSPs in different subgraphs in parallel.
3d6768cc-1748-52d2-bcaf-6c5e0bdf1e7e|Parallel Computation of Partial KSPs|The parallel computation of partial KSPs is a technique designed to minimize communication overhead by computing partial KSPs in different subgraphs in parallel.
fe158fd6-30c8-5487-8ed7-d8387f3c80dd|Distributed Vertex Hashing TRI EST BASE (DVHT b)|DVHT b is a distributed improvement of the streaming algorithm TRI EST BASE, which uses the Master Worker Aggregator architecture to assign edges from the graph stream to different workers by comparing the mapping values of the two vertices of each edge. DVHT b uses a hash function to map edges to workers, ensuring that every edge participates in the counter update algorithm of each worker. This approach reduces the number of triangle pairs sharing one edge in a worker, effectively decreasing the variance of estimates. The paper presents experimental results showing that DVHT b reduces the estimation error and is several times more accurate than state-of-the-art streaming algorithms.
7591cec7-22d2-52f4-b92c-6a8836eb9e5f|Distributed Edge Hashing TRI EST IMPR (DEHT i)|DEHT i is a distributed improvement of the streaming algorithm TRI EST IMPR, which uses the improved Master Worker Aggregator architecture with grouped and hierarchical aggregators to assign edges to workers with a fixed probability. DEHT i uses a hash function to map edges to workers directly with a fixed probability, and workers execute TRI EST IMPR algorithm, which is more accurate than TRI EST BASE. This approach allows for faster and more accurate estimation, which is extendible. The paper presents experimental results showing that DEHT i reduces the estimation error and is several times more accurate than state-of-the-art streaming algorithms.
3322a035-aec0-5739-8b82-753262369af4|Distributed Vertex Hashing (DVHT) Algorithm|The DVHT algorithm addresses the load balancing challenge by distributing the computational workload of triangle counting across multiple workers using a hash function. The algorithm assigns edges from the graph stream to different workers based on the hash values of the vertices, ensuring that each worker processes a balanced workload. The DVHT algorithm uses a hash function to map vertices to workers, allowing for efficient and balanced distribution of the workload. This approach differs from existing methods that rely on random sampling or partitioning, which can lead to uneven workloads. The paper presents experimental results showing that the DVHT algorithm achieves better load balancing and scalability compared to existing methods, with a significant reduction in communication overhead.
9403df8d-ad72-5933-b219-9a547da29b0c|Distributed Edge Hashing (DEHT) Algorithm|The DEHT algorithm addresses the load balancing challenge by distributing the computational workload of triangle counting across multiple workers using a hash function. The algorithm assigns edges from the graph stream to different workers based on the hash values of the edges, ensuring that each worker processes a balanced workload. The DEHT algorithm uses a hash function to map edges to workers, allowing for efficient and balanced distribution of the workload. This approach differs from existing methods that rely on random sampling or partitioning, which can lead to uneven workloads. The paper presents experimental results showing that the DEHT algorithm achieves better load balancing and scalability compared to existing methods, with a significant reduction in communication overhead.
2ea308a8-4102-5c16-ac58-6a27148131d5|Distributed Edge Hashing with TRI EST IMPR (DEHT) Algorithm|The DEHT algorithm is designed to minimize communication overhead by using a hash function to map edges to workers with a fixed probability. This approach ensures that each edge is processed by the necessary workers, reducing unnecessary communication.
f68f65ab-e70d-5d2c-bd37-d6cc9ddcef6f|Fine-grained Framework for Distributed Clustering|The authors propose a fine-grained framework for distributed clustering that divides the local vertices in each machine into batches and processes each of them separately. This approach reduces the memory consumption and communication overhead by only fetching and storing the remote adjacency lists for each batch of vertices when needed.
f249fc7f-e01c-5d9c-a462-e704a1fda3ea|Dynamic Work-Stealing Mechanism|The authors propose a dynamic work-stealing mechanism to handle skewed workloads in distributed graph processing. When a machine finishes processing its tasks, it steals tasks from other machines to maintain a balanced workload.
1915b695-9d03-54f9-8ec5-66872df67cef|Fixed-Size Cache for Remote Adjacency Lists|The authors propose using a fixed-size cache to store the fetched adjacency lists of remote vertices. This approach reduces the memory consumption by limiting the amount of data stored in each machine.
2d6b8dc8-bcae-5c25-bccc-22fc5c5e4aee|Pruning Technique for Similarity Computation|The authors propose a pruning technique to reduce the number of similarity computations required for clustering. The technique uses similar and effective degrees to early terminate the core checking process.
05bedcd2-574f-544a-b32c-7b86e57580af|Dynamic Work Stealing Mechanism|The authors propose a dynamic work stealing mechanism to address the load balancing challenge. This mechanism allows idle workers to automatically steal unprocessed workload from busy workers, thereby accelerating the overall process.
8950e15e-f316-5c67-9480-cc22676893c4|Fine-Grained Framework for Distributed Clustering|The authors propose a fine-grained framework for distributed clustering, which divides the local vertices into batches and processes each batch separately. This approach reduces the communication overhead by minimizing the amount of data exchanged between nodes.
4b351792-328d-5068-95c1-5d538beef1f5|Fixed-Size Cache-Based Approach|The authors propose a fixed-size cache-based approach, which stores the adjacency lists of remote vertices in a fixed-size cache, reducing the communication overhead by minimizing the amount of data exchanged between nodes.
d89559ea-5010-593d-8ce2-13d8a344b5c2|Weighted Memory-based Algorithm (WMA)|The WMA is a distributed algorithm designed to address the scalability challenges in solving the Minimum Weighted Vertex Cover (MWVC) problem. It introduces a weighted memory-based heuristic into the framework of learning in games, allowing each node to update its action based on local information, including node degrees and weights.
b7757d41-451d-5f30-8e48-f07361469ee4|Potential Game Model|The potential game model is designed to address the scalability challenges in solving the MWVC problem. It views each node as a rational player that interacts with its neighbors to maximize its local utility, allowing for a more efficient and scalable solution.
841c4a5d-c126-510d-8118-4f62c37498d6|Restricted Best Response (RBR)|The RBR is a mechanism designed to address the scalability challenges in solving the MWVC problem. It allows each node to update its action based on a relaxed greedy rule, taking into account the weights and degrees of its neighbors.
d4c69e36-c88e-57fa-970a-a026741fe39b|Distributed Hybrid Algorithm for Graph Coloring Problem (DH GCP)|The authors propose a distributed hybrid algorithm for the graph coloring problem, which is a specific instance of the scalability challenges mentioned in the challenge description. The algorithm is designed to efficiently handle large-scale graphs by distributing the computation across multiple agents, each with its own local view of the problem. The algorithm uses a combination of tabu search, perturbation, and crossover operators to explore the search space. The agents communicate with each other through a shared archive of elite solutions, and the mediator agent uses reinforcement learning to make decisions about which agents to activate. This approach allows the algorithm to scale to large graphs by distributing the computation and leveraging the strengths of different search strategies. The paper reports that the algorithm is able to reach the previous best-known results for 16 out of 23 difficult DIMACS coloring benchmarks, and remains competitive compared to many coloring algorithms. The algorithm is also able to handle large graphs with up to 2000 vertices and 999,836 edges.
4c1dfbf3-1341-5eb8-a088-c8d148be3a96|Vertex-Cut Partition Hierarchy (VPH)|The authors propose a novel approach to address the scalability challenges in graph coloring by introducing a Vertex-Cut Partition Hierarchy (VPH). This solution specifically addresses the challenge by representing the common subgraphs of the graphs as the common connected components (CCs) of the vertex-cut partitions (VPs) of the graphs. This allows for the common subgraphs to be colored only once, reducing the overall computation time.
68798a6f-93ff-5b46-9b12-2d623ae017e8|Cost Model for Coloring Time|The authors propose a cost model to estimate the optimal values of the parameters that minimize the running time on a given set of graphs. This solution specifically addresses the challenge by providing a mathematical model that captures the relationship between the parameters and the coloring time.
93ac669c-d900-556e-9fd2-c983f8ca21f9|Sampling-Based Search Method|The authors propose a sampling-based search method to estimate the values of the parameters that minimize the running time on a given set of graphs. This solution specifically addresses the challenge by providing an efficient method to search for the optimal values of the parameters.
abf99f4a-4625-5748-b50e-07c1b6e8431a|Distributed Strong Simulation Algorithm|The authors propose a distributed strong simulation algorithm that can efficiently handle large-scale graphs by redistributing the data graph to make it locally determinable and then computing the p-match graph in parallel. The algorithm uses a novel notion of p-match graph, which over-approximates strong simulation, and a partition-based approach to compute the p-match graph in parallel. The algorithm also uses a tree-based pattern splitting and data redistribution mechanism to minimize data shipment and optimize query time. The authors demonstrate the effectiveness of their algorithm through experiments on real-life and synthetic data, showing that it can significantly reduce the data sets for strong simulation and outperform existing algorithms in terms of query time and data shipment.
134fbb1c-5fca-5711-8bc5-b66218373240|Parallel Algorithm for Computing p-match Graph|The authors propose a parallel algorithm for computing the p-match graph, which is a key component of the distributed strong simulation algorithm. The algorithm uses a partition-based approach to compute the p-match graph in parallel, where each machine computes the local p-match graph and then merges the results to obtain the final p-match graph. The authors demonstrate the effectiveness of their algorithm through experiments, showing that it can significantly reduce the query time and data shipment compared to existing algorithms.
6049fc1c-3786-5afc-bd71-ee7c51be59e0|Data Redistribution Mechanism|The authors propose a data redistribution mechanism that redistributes the data graph to make it locally determinable, which is a key step in the distributed strong simulation algorithm. The mechanism uses a tree-based pattern splitting and data redistribution approach to minimize data shipment and optimize query time. The authors demonstrate the effectiveness of their mechanism through experiments, showing that it can significantly reduce the data sets for strong simulation and outperform existing algorithms in terms of query time and data shipment.
0d5b95d9-4e03-57aa-986e-c3ea0605c232|P-Match Graph Computation|The authors propose computing the p-match graph as an intermediate result to reduce the computational workload and improve load balancing. The p-match graph is a smaller graph that over-approximates the strong simulation result, allowing for more efficient computation.
06eea6b7-4333-5f97-98ac-2b501d9ed7c1|Maximal Diameter-Based Redistribution|The authors propose using a maximal diameter-based approach to redistribute the data graph and ensure load balancing. This approach ensures that each node in the distributed system has a balanced workload, reducing the likelihood of bottlenecks.
2d057eee-838f-5d33-be14-dd3b5544cd94|P-Match Graph Redistribution|The authors propose a novel approach to minimize communication overhead by redistributing the data graph to make it locally determinable. This involves partitioning the pattern graph and redistributing the data graph based on the partition, allowing for more efficient computation of the p-match graph.
1e9a6c58-bb7d-5fb8-8800-a7bf574ce6b4|Tree-Based Pattern Splitting|The authors propose a tree-based pattern splitting approach to minimize communication overhead. This involves splitting the pattern graph into smaller subgraphs and computing the p-match graph for each subgraph separately.
